"Created","Commission","Order ID","Campaign Name","Status","Paid","Client Name","Client Email","Product","Referral Source","Note"
"2026-02-02 10:00:50","7.9","7500000021981(1)","VIP Membership","A","P","Wren Radcliffe","wren.radcliffe@example.net","Pseudo VIP Starter Rate","Elliot Fairbanks",""
"2026-02-02 08:47:47","29.5","7500000002047(1)","VIP Membership","A","P","Quinn Ashcroft","quinn.ashcroft@example.net","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-01-30 11:57:50","19.5","7500000045322(1)","VIP Membership Scholarship Rate","A","P","Rory Thackeray","rory.thackeray@example.org","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-01-29 12:50:21","24.5","7500000095167(1)","VIP Membership","A","P","Jonah Radcliffe","jonah.radcliffe@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-01-29 07:57:24","4.95","124915","Coach Discounted VIP","A","P","Zane Jessup","zane.jessup@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-01-29 06:26:39","19.5","306753","VIP Membership Scholarship Rate","A","P","Quinn Hollister","quinn.hollister@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-01-29 06:24:43","29.5","7500000094014(1)","VIP Membership","A","P","Sawyer Oakley","sawyer.oakley@example.org","Pseudo VIP Mensual (renovación)","Maren Sinclair",""
"2026-01-28 11:54:14","4.95","104840","Coach Discounted VIP","A","P","Sabine Fairbanks","sabine.fairbanks@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2026-01-28 07:16:18","4.95","7500000108162(1)","Coach Discounted VIP","A","P","Everly Ellsworth","everly.ellsworth@example.com","Pseudo Coach VIP","Sutton Kingsley",""
"2026-01-28 01:13:51","7.9","7500000103657(1)","VIP Membership","A","P","Rowan Blackwood","rowan.blackwood@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-01-28 00:30:14","19.5","7500000110880(1)","VIP Membership Scholarship Rate","A","P","Finley Yarrow","finley.yarrow@example.com","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-01-17 19:49:18","7.9","7500000027806(1)","VIP Membership","A","P","Esme Jessup","esme.jessup@example.org","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-01-16 01:49:00","10.62","7500000062013(1)","Coach: Consumables","A","P","Linnea Ingram","linnea.ingram@example.com","Pseudo Hydration Mix","Maren Sinclair",""
"2026-01-15 20:41:12","19.5","426055","VIP Membership Scholarship Rate","A","P","Grayson Dunmore","grayson.dunmore@example.net","Pseudo VIP Scholarship","Sutton Kingsley",""
"2026-01-14 16:53:52","29.5","7500000036355(1)","VIP Membership","A","P","Sloane Pemberton","sloane.pemberton@example.com","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-01-12 10:37:33","29.5","7500000039238(1)","VIP Membership","A","P","Iris Thackeray","iris.thackeray@example.com","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2026-01-11 20:51:42","24.5","7500000081980(1)","VIP Membership","A","P","Camden Prescott","camden.prescott@example.com","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-01-10 08:57:59","7.9","7500000009979(1)","VIP Membership","A","P","Iris Winslow","iris.winslow@example.org","Pseudo VIP Starter Rate","Maren Sinclair",""
"2026-01-08 03:24:02","29.5","7500000087145(1)","VIP Membership","A","P","Finley Underwood","finley.underwood@example.org","Pseudo VIP Mensual - (renovación)","Blair Montrose",""
"2026-01-07 22:51:59","7.9","7500000017135(1)","VIP Membership","A","P","Owen Calloway","owen.calloway@example.net","Pseudo VIP Starter Rate","Blair Montrose",""
"2026-01-04 09:47:38","7.9","7500000077484(1)","VIP Membership","A","P","Sabine Sterling","sabine.sterling@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2026-01-03 00:26:07","24.5","7500000072473(1)","VIP Membership","A","P","Rory Dunmore","rory.dunmore@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
"2026-01-02 11:27:50","7.9","7500000021838(1)","VIP Membership","A","P","Wren Radcliffe","wren.radcliffe@example.net","Pseudo VIP Starter Rate","Elliot Fairbanks",""
"2026-01-02 07:59:47","29.5","7500000001398(1)","VIP Membership","A","P","Quinn Ashcroft","quinn.ashcroft@example.net","Pseudo VIP Mensual - (renovación)","Sutton Kingsley",""
"2025-12-31 00:45:51","7.9","7500000102872(1)","VIP Membership","A","P","Rowan Blackwood","rowan.blackwood@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2025-12-28 12:05:14","4.95","104840","Coach Discounted VIP","A","P","Sabine Fairbanks","sabine.fairbanks@example.net","Pseudo Coach VIP","Sutton Kingsley",""
"2025-12-28 06:47:18","4.95","7500000107864(1)","Coach Discounted VIP","A","P","Everly Ellsworth","everly.ellsworth@example.com","Pseudo Coach VIP","Sutton Kingsley",""
"2025-12-23 23:12:00","8.75","7500000063895(1)","Coach: Wellness","A","P","Willa Fitzgerald","willa.fitzgerald@example.com","Pseudo Creatine Scoop","Sutton Kingsley",""
"2025-12-21 16:29:00","14.87","7500000064166(1)","Coach: Wellness","A","P","Willa Fitzgerald","willa.fitzgerald@example.com","Pseudo Protein Blend","Sutton Kingsley",""
"2025-12-17 20:27:18","7.9","7500000027085(1)","VIP Membership","A","P","Esme Jessup","esme.jessup@example.org","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2025-12-11 19:55:42","24.5","7500000081175(1)","VIP Membership","A","P","Camden Prescott","camden.prescott@example.com","Pseudo VIP Discounted","Sutton Kingsley",""
"2025-12-10 08:31:59","7.9","7500000009694(1)","VIP Membership","A","P","Iris Winslow","iris.winslow@example.org","Pseudo VIP Starter Rate","Maren Sinclair",""
"2025-12-08 02:25:02","29.5","7500000086866(1)","VIP Membership","A","P","Finley Underwood","finley.underwood@example.org","Pseudo VIP Mensual - (renovación)","Blair Montrose",""
"2025-12-08 00:10:59","7.9","7500000016442(1)","VIP Membership","A","P","Owen Calloway","owen.calloway@example.net","Pseudo VIP Starter Rate","Blair Montrose",""
"2025-12-04 08:41:38","7.9","7500000076697(1)","VIP Membership","A","P","Sabine Sterling","sabine.sterling@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2025-12-03 01:32:07","24.5","7500000071820(1)","VIP Membership","A","P","Rory Dunmore","rory.dunmore@example.net","Pseudo VIP Discounted","Sutton Kingsley",""
"2025-12-02 12:19:50","7.9","7500000021231(1)","VIP Membership","A","P","Wren Radcliffe","wren.radcliffe@example.net","Pseudo VIP Starter Rate","Elliot Fairbanks",""
"2025-11-28 07:19:18","4.95","7500000107545(1)","Coach Discounted VIP","A","P","Everly Ellsworth","everly.ellsworth@example.com","Pseudo Coach VIP","Sutton Kingsley",""
"2025-11-11 18:27:42","24.5","7500000080355(1)","VIP Membership","A","P","Camden Prescott","camden.prescott@example.com","Pseudo VIP Discounted","Sutton Kingsley",""
"2025-11-10 09:23:59","7.9","7500000009622(1)","VIP Membership","A","P","Iris Winslow","iris.winslow@example.org","Pseudo VIP Starter Rate","Maren Sinclair",""
"2025-11-04 08:19:38","7.9","7500000076386(1)","VIP Membership","A","P","Sabine Sterling","sabine.sterling@example.com","Pseudo VIP Starter Rate","Sutton Kingsley",""
"2025-10-13 09:00:00","20","7500000064771(1)","Coach: 5 day product","A","P","Marlowe Larkspur","marlowe.larkspur@example.org","Pseudo 14-Day Reset","Sutton Kingsley",""
